,Unnamed: 0,Unnamed: 0.1,Audioguida,Circoscrizione,Comune,Descrizione,Descrizione breve,Email,Evento della vita,Fonte,Galleria immagini,Immagine,Impianto gestito da,Indirizzo,Indirizzo web,Informazioni,Leggi le informazioni dettagliate,Nominativo contatto,Riferimento,Scheda,Tags,Telefono,Tipologia di luogo,Titolo,Video,address,lat,lon,modified,published,remoteId,Province,Street,Number,CAP,Type,Tipologia di luogo en
374,498,203,,"Circoscrizione n. 01 - Gardolo
Circoscrizione n. 02 - Meano",Trento,,"Vedi scheda 						
					                Polo sociale Gardolo - Meano
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-01-gardolo/servizi-sul-territorio/polo-sociale-gardolo-meano/9016891-4-ita-IT/Polo-sociale-Gardolo-Meano.png,,,,,,,,,,,Polo sociale,Polo sociale Gardolo - Meano,,"Foto Gasperini, Portico Sabino Uber, Gardolo, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38122, Italia",46.109351000000004,11.110933000000001,2017-10-12T14:13:10+02:00,2015-04-02T09:11:13+02:00,aeaba868f3851a7a07c0c8d758eeae9f,TN,sabino uber gardolo trento,,38122,PointOfInterest,Social pole
375,499,204,,Circoscrizione n. 01 - Gardolo,Trento,,"Capienza della struttura: n. 4 Sezioni, n. 101 bambini",circolo.coordinamento06@provincia.tn.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-01-gardolo/servizi-sul-territorio/scuola-dell-infanzia-il-girasole/9016939-1-ita-IT/Scuola-dell-infanzia-Il-Girasole.jpg,,Via di Melta n.14 - Gardolo,,,,Coordinatore pedagogico: dott.ssa Katia Pegoretti,,,,0461/991622,Scuola d'infanzia,"Scuola dell'infanzia ""Il Girasole""",,Via di Melta n.14 trento,46.100715,11.118542,2018-12-11T09:26:12+01:00,2015-04-02T09:18:42+02:00,d41f05479b8688147f1a6599d5aba713,TN,via di melta,n.14,,PointOfInterest,Kindergarten
376,500,205,,Circoscrizione n. 01 - Gardolo,Trento,,"Capienza della struttura: n. 4 Sezioni, n. 101 bambini",circolo.coordinamento05@provincia.tn.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-01-gardolo/servizi-sul-territorio/scuola-dell-infanzia-margit-levinson/9017077-1-ita-IT/Scuola-dell-infanzia-Margit-Levinson.jpg,,via Asilo n.8 - Roncafort,,,,Coordinatore pedagogico: dott.ssa Ginevra Rella,,,,0461/960422,Scuola d'infanzia,"Scuola dell'infanzia ""Margit Levinson""",,via Asilo n.8 trento,46.10055,11.103110000000001,2018-12-11T09:24:54+01:00,2015-04-02T10:07:46+02:00,27b80f0eb64bf9cbb25a5e9527a8edd6,TN,via asilo,n.8,,PointOfInterest,Kindergarten
377,501,206,,Circoscrizione n. 01 - Gardolo,Trento,Orario di aperturaLUN - VEN dalle 07.30 alle 13.30 (con possibilità di posticipo fino alle 15.00 limitatamente ai posti disponibili)SAB         dalle 07.30 alle 13.30 (attivato qualora ci siano almeno 5 richieste),Servizio a tempo parziale mattino - capienza 30 bambiniGestore: Cooperativa Pro.Ges. Trento,nido.roncafort@progestrento.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-01-gardolo/servizi-sul-territorio/nido-d-infanzia-roncafort-caproni/9017097-1-ita-IT/Nido-d-infanzia-Roncafort-Caproni.jpg,,Via Caproni n.36 - 38121 Trento,,"Cenni storici e curiosità
Il nido d’infanzia Roncafort nasce nel 2002 nella zona nord di Trento così denominata e da cui il nido prende il nome.
Questa struttura è particolare dal punto di vista della localizzazione: è ubicata infatti al primo piano di un condominio e l’ambiente è frutto dell’unione di quattro piccoli appartamenti. Lo spazio è composto da piccole stanze con balcone, un grande giardino a cui si accede direttamente da due stanze oltre che da una zona per gli adulti e una cucina.La struttura, di proprietà comunale, è gestita in convenzione con una cooperativa sociale.",,Coordinatrice: Elisa Mayregger,,,,0461/420943,Nido d'infanzia,Nido d'infanzia Roncafort - Caproni,,"Via Gianni Caproni, Canova, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38121, Italia",46.10032800000001,11.098884,2019-03-05T16:08:35+01:00,2015-04-02T10:16:02+02:00,c772208ff606a24a129a73ba6cea16d2,TN,via gianni caproni canova trento,,38121,PointOfInterest,Nursery Nest
378,502,207,,Circoscrizione n. 02 - Meano,Trento,,"Vedi scheda 						
					                Biblioteca Meano
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-02-meano/servizi-sul-territorio/biblioteca-meano/9017157-1-ita-IT/Biblioteca-Meano.png,,,,,,,,,,,Biblioteca,Biblioteca Meano,,"Biblioteca di Meano, 26, Via delle Sugarine, Lamar, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38121, Italia",46.126588,11.116123,2017-10-12T13:49:12+02:00,2015-04-02T10:26:46+02:00,47efa3324f50350410ad3e6d755fb3bd,TN,via delle sugarine lamar trento,26,38121,PointOfInterest,Library
379,503,208,,"Circoscrizione n. 03 - Bondone
Circoscrizione n. 04 - Sardagna
Circoscrizione n. 12 - Centro storico - Piedicastello",Trento,,"Vedi scheda 						
					                Polo sociale Centro storico - Piedicastello - Bondone - Sardagna
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-03-bondone/servizi-sul-territorio/polo-sociale-centro-storico-piedicastello-bondone-sardagna/9017177-4-ita-IT/Polo-sociale-Centro-storico-Piedicastello-Bondone-Sardagna.png,,,,,,,,,,,Polo sociale,Polo sociale Centro storico - Piedicastello - Bondone - Sardagna,,"55, Corso Michelangelo Buonarroti, Piazzina, Cristo Re, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38122, Italia",46.073818,11.118754,2017-10-12T14:07:43+02:00,2015-04-02T10:56:48+02:00,a645111227874b68f7054500187a329a,TN,corso michelangelo buonarroti,55,38122,PointOfInterest,Social pole
380,504,209,,Circoscrizione n. 03 - Bondone,Trento,,"Capienza della struttura: n. 4 Sezioni, n. 101 bambini",circolo.coordinamento05@provincia.tn.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-03-bondone/servizi-sul-territorio/scuola-dell-infanzia-il-melograno/9017197-1-ita-IT/Scuola-dell-infanzia-Il-Melograno.jpg,,Via di Coltura n.3 - Cadine,,,,Coordinatore pedagogico: dott.ssa Ginevra Rella,,,,0461/866302,Scuola d'infanzia,"Scuola dell'infanzia ""Il Melograno""",,Via di Coltura n.3 - Cadine ,46.088873,11.066079,2018-12-11T09:23:42+01:00,2015-04-02T11:00:44+02:00,ba580b46f14aa57060d5f78ae78c7dbc,TN,via di coltura,n.3,,PointOfInterest,Kindergarten
381,505,210,,Circoscrizione n. 03 - Bondone,Trento,Orario di aperturaLUN - VEN dalle 07.30 alle 17.30 (con possibilità di anticipo dalle 07.15 e di posticipo fino alle 19.30),Servizio a tempo pieno - capienza 26 bambiniGestore: Cooperativa Città Futura,tonini@citta-futura.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-03-bondone/servizi-sul-territorio/nido-d-infanzia-padre-v.tonini/9017217-1-ita-IT/Nido-d-infanzia-Padre-V.Tonini.jpg,,Via Don Luca Deflorian n.20 - 38123 Vigolo Baselga ,,"Cenni storici e curiositàIl nido di Vigolo Baselga ha iniziato la sua attività nel gennaio 1998 e inaugurato alla presenza di tutto il gruppo di lavoro e dei responsabili della cooperativa sociale che lo gestisce fin dalla sua apertura. Dieci anni dopo è stata ufficializzata l'intitolazione del nido a Padre Vittorio Tonini, missionario cappuccino originario del sobborgo che ha dedicato la vita ai bambini della sua missione di Lugela in Mozambico.",,Coordinatrice: Elisa Marcantoni,,,,0461/866291,Nido d'infanzia,"Nido d'infanzia ""Padre V.Tonini"" ",,"Via Don Luca Deflorian, Sant'Anna, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, Italia",46.081358,11.043588,2019-03-05T15:34:55+01:00,2015-04-02T11:04:25+02:00,5b2046795ea5641f79ce570738ef7555,TN,via don luca deflorian sant'anna trento,,,PointOfInterest,Nursery Nest
382,506,211,,Circoscrizione n. 03 - Bondone,Trento,,"Vedi scheda 						
					                Biblioteca Sopramonte
    
",tn.sopramonte@biblio.infotn.it,,http://www.bibcom.trento.it/orari_sedi/sedi_periferiche/sopramonte,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-03-bondone/servizi-sul-territorio/biblioteca-sopramonte/9017237-1-ita-IT/Biblioteca-Sopramonte.png,,"Via di Revòlta, 4, 38123 Sopramonte (TN)",http://www.bibcom.trento.it/orari_sedi/sedi_periferiche/sopramonte,,,,,,,0461-889897,Biblioteca,Biblioteca Sopramonte,,"Poste Italiane, 6, Via di Revolta, Sant'Anna, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38123, Italia",46.071668,11.060078,2017-12-05T10:00:17+01:00,2015-04-02T11:07:50+02:00,e705185a2c0e8445869aee2add8352cc,TN,via di revolta sant'anna trento,,38123,PointOfInterest,Library
383,507,212,,Circoscrizione n. 02 - Meano,Trento,,"Capienza della struttura: n. 4 Sezioni, n. 101 bambini",circolo.coordinamento06@provincia.tn.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-02-meano/servizi-sul-territorio/scuola-dell-infanzia-m.r.-giobatta-partelloni/9032477-1-ita-IT/Scuola-dell-infanzia-M.R.-Giobatta-Partelloni.jpg,,Via delle Sugarine n.32 - Meano,,,,Coordinatore pedagogico: dott.ssa Katia Pegoretti,,,,0461/991187,Scuola d'infanzia,"Scuola dell'infanzia ""M.R. Giobatta Partelloni""",,via delle sugarine 32 trento,46.126467,11.116786,2018-12-11T08:52:54+01:00,2015-04-08T11:50:27+02:00,89b6fd897d68d96a894af281f78e5c41,TN,via delle sugarine,32,,PointOfInterest,Kindergarten
384,508,213,,Circoscrizione n. 05 - Ravina - Romagnano,Trento,Orario di aperturaLUN - VEN (con possibilità di anticipo dalle 07.15 e di posticipo fino alle 19.30),Servizio a tempo pieno - capienza 39 bambiniGestore: Cooperativa Città Futura,ravina@citta-futura.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-05-ravina-romagnano/servizi-sul-territorio/nido-d-infanzia-ravina/9032497-1-ita-IT/Nido-d-infanzia-Ravina.jpg,,Via per Belvedere n. 6 A - 38123 Ravina,,"Cenni storici e curiosità
Con l'apertura del nido Ravina, nell'omonimo sobborgo, avvenuta a ottobre 2015 si è finalmente offerto un servizio più facilmente raggiungibile dalle sempre più numerose famiglie della circoscrizioni di Ravina e Romagnano che fino ad allora si dovevano spostare principalmente verso i nidi d'infanzia della zona sud della città o verso quello di Mattarello sulla sponda opposta dell'Adige.
Il nido si trova accanto alla locale Scuola per l'infanzia, a nord est del nucleo storico, ed è stato realizzato con moderne tecniche costruttive in modo da massimizzare il risparmio energetico all'insegna della sostenibilità ambientale.
Su un muro esterno è stata ultimata nel 2018 un'opera d'arte ideata e realizzata da Alan Vitti, giovane writer di Trento, selezionata dalla competente commissione tra le ventotto proposte pervenute a seguito di un bando di concorso.La gestione del nido è in convenzione tra il Comune di Trento e una cooperativa sociale.",,Coordinatrice: Sonia Taverna,,,,0461/935187,Nido d'infanzia,Nido d'infanzia Ravina,,Via per Belvedere n. 6 A - 38123 Ravina,46.03816,11.10736,2019-03-05T16:02:27+01:00,2015-04-08T11:59:29+02:00,f25fd1ebd3faa592d135f4a75e644be9,TN,via per belvedere n.,6 a,38123,PointOfInterest,Nursery Nest
385,509,214,,Circoscrizione n. 01 - Gardolo,Trento,Orario di aperturaLUN - VEN dalle 07.30 alle 17.30 (con possibilità di anticipo dalle 07.15 e di posticipo fino alle 19.30),Servizio a tempo pieno - capienza 54 bambiniGestore: Cooperativa Città Futura,roncafort@citta-futura.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-01-gardolo/servizi-sul-territorio/nido-d-infanzia-roncafort-caneppele/9032517-11-ita-IT/Nido-d-infanzia-Roncafort-Caneppele.jpg,,Via L. Caneppele n. 19 - 38121 Trento,,"Cenni storici e curiosità
Il nido Roncafort di via Caneppele, che insieme a quello a tempo parziale mattutino di via Caproni completa l'offerta nella sempre più popolosa zona nord, ha aperto i battenti a settembre 2011 ospitando per un anno il gruppo di lavoro e i bambini del nido Aquilone durante la fase di ristrutturazione della sua sede a Gardolo. 
La struttura è stata realizzata ex novo da Itea su un'area individuata dal Comune, a cui è poi stata ceduta, con l'adozione di un Piano attuativo a fini speciali; il disegno razionale degli ambienti interni ed esterni è attento alle necessità dei suoi ospiti e al risparmio energetico grazie alla dotazione di pannelli solari termici, impianto di riscaldamento a pavimento nelle aule e impianto elettrico a basso consumo.
I fondi necessari per acquistare gli arredi derivano da un lascito da parte del signor Aldo Marighetti.La gestione del nido è in convenzione tra il Comune di Trento e una cooperativa sociale.",,Coordinatrice: Silvia Tomasi,,,,0461/829854,Nido d'infanzia,Nido d'infanzia Roncafort - Caneppele,,via Caneppele 19,46.100714,11.10182,2019-03-05T16:04:56+01:00,2015-04-08T12:01:53+02:00,c1d686014b601c9abb8dc65850ea7bee,TN,via caneppele,19,,PointOfInterest,Nursery Nest
405,529,234,,,Trento,"155 posti auto

di cui 4 riservati ai disabili


fermata dell'autobus e spazio riservato al deposito di biciclette elettriche del sistema provinciale “						
					                Bike sharing trentino e.motion
    
”","Parcheggio libero con 						
					            servizio di bus navetta
    
 a pagamento (effettuato dalla linea A/) per il centro città",,,,,/var/comunetn/storage/images/citta/come-orientarsi/parcheggi/mappa-parcheggi/elenco-parcheggi/parcheggio-via-lidorno/9885882-1-ita-IT/Parcheggio-via-Lidorno.png,,via Lidorno,,,,,,,,,Parcheggio,Parcheggio via Lidorno,,,46.03366,11.125592,2016-07-27T13:41:57+02:00,2016-06-09T11:17:32+02:00,e3993045a6002ff596f555fd9af70b27,TN,,,,PointOfInterest,Parking
447,571,276,,,Trento,"141 posti auto

di cui 4 riservati ai disabili


fermata dell'autobus sul lato opposto all'entrata del parcheggio, nei pressi dell'area di rimessaggio camper.","Parcheggio libero con 						
					            servizio di bus navetta
    
 a pagamento (effettuato dalla linea A/) per il centro città",,,,,/var/comunetn/storage/images/citta/come-orientarsi/parcheggi/mappa-parcheggi/elenco-parcheggi/parcheggio-via-ragazzi-del-99/9946444-1-ita-IT/Parcheggio-via-Ragazzi-del-99.png,,via Ragazzi del '99,,,,,,,,,Parcheggio,Parcheggio via Ragazzi del '99,,,46.034658,11.127158,2016-07-27T13:44:41+02:00,2016-07-18T08:50:06+02:00,1258471f71b74bfe4a2cbfc7d9e4ab7f,TN,,,,PointOfInterest,Parking
479,603,308,,Circoscrizione n. 06 - Argentario,Trento,Orario di aperturaLUN - VEN dalle 07.30 alle 17.30 (con possibilità di anticipo dalle 07.15 e di posticipo fino alle 19.30),Servizio a tempo pieno - capienza 45 bambiniGestore: Cooperativa Coccinella,nido.martignano@lacoccinella.coop,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-06-argentario/servizi-sul-territorio/nido-d-infanzia-martignano/9495875-15-ita-IT/Nido-d-infanzia-Martignano.jpg,,via di Maderno 2 - 38121 Martignano,,"Cenni storici e curiosità
Il nido Martignano, situato nell'omonimo sobborgo, è stato inaugurato nell'autunno 2016 alla presenza di bambini e famiglie. All'avvio hanno preso parte il gruppo di lavoro e i bambini trasferiti in questa nuova struttura dal nido di Cognola La Nuvola, chiuso alla fine del precedente anno educativo.
La moderna struttura a unica altezza e coperta da una cupola verde che “nasce” dal declivio del terreno a est, si immerge nel verde in naturale continuità con il parco pubblico e gli impianti sportivi, risultando così ben inserita nel paesaggio circostante tanto da diventarne parte integrante; non ha neppure bisogno dell'allacciamento alla rete del metano perché è autosufficiente dal punto di vista energetico grazie all’insieme di accorgimenti adottati che garantiscono infatti un comfort abitativo ideale sia durante l’estate, senza l’uso di aria condizionata, che durante l’inverno quando l’edificio viene parzialmente riscaldato dagli apporti solari gratuiti che entrano dalle vetrate. Il servizio è gestito da una cooperativa sociale in convenzione con il Comune di Trento.",,Coordinatrice: Sara Casagrande ,,,,0461/262733,Nido d'infanzia,Nido d'infanzia Martignano,,,46.088202,11.135164999999999,2019-03-05T16:38:45+01:00,2015-12-07T14:20:24+01:00,637e995319e3db77cae829907867b9ea,TN,,,,PointOfInterest,Nursery Nest
480,604,309,,Circoscrizione n. 01 - Gardolo,Trento,"Per conoscere l'elenco dei materiali che è possibile conferire presso un CRM consulta la pagina ""						
					            Elenco dei rifiuti riciclabili e non riciclabili
    
""

Per conoscere l'orario di apertura consulta la pagina ""						
					                Orario di apertura CRM/CRZ
    
""



    



L'accesso è consentito alle sole utenze domestiche (i cittadini). Le ditte non possono accedere.
NB: Le ditte possono portare i loro rifiuti presso il 						
					                Centro di raccolta zonale di Trento “CRZ”
    
  in Tangenziale Ovest 11, presso il Cantiere Igiene Urbana di Dolomiti Energia S.p.A.Il Centro è gestito da  						
					            Dolomiti Ambiente S.r.l.
    
 e presidiato da personale qualificato che ha la funzione di informazione per il corretto utilizzo da parte dei cittadini.",Il Centro di Raccolta Materiali (CRM) per rifiuti urbani è la struttura dove tutti i cittadini del Comune possono conferire quei materiali e rifiuti che non possono normalmente essere depositati nei cassonetti dell’immondizia o negli altri specifici contenitori presenti sul territorio.,,Vivere l'ambiente,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-01-gardolo/servizi-sul-territorio/crm-gardolo/8994818-1-ita-IT/CRM-Gardolo.jpg,,"via Martino Aichner, 15 - Gardolo",http://www.dolomitiambiente.it/content/home|http://www.dolomitiambiente.it,,,,,,,numero verde 800 847028,CRM,CRM Gardolo,,"via Martino Aichner, 15 - Gardolo",46.103053,11.102406,2017-08-18T10:29:55+02:00,2015-03-25T08:52:45+01:00,3859e615fbbe89be7a0178c23de6bf8b,TN,gardolo,15,,PointOfInterest,Crm
481,605,310,,Circoscrizione n. 08 - Mattarello,Trento,"Per conoscere l'elenco dei materiali che è possibile conferire presso un CRM consulta la pagina ""						
					            Elenco dei rifiuti riciclabili e non riciclabili
    
""

Per conoscere l'orario di apertura consulta la pagina ""						
					                Orario di apertura CRM/CRZ
    
""



    



L'accesso è consentito alle sole utenze domestiche (i cittadini). Le ditte non possono accedere.
NB: Le ditte possono portare i loro rifiuti presso il 						
					                Centro di raccolta zonale di Trento “CRZ”
    
  in Tangenziale Ovest 11, presso il Cantiere Igiene Urbana di Dolomiti Energia S.p.A.Il Centro è gestito da  						
					            Dolomiti Ambiente S.r.l.
    
 e presidiato da personale qualificato che ha la funzione di informazione per il corretto utilizzo da parte dei cittadini.",Il Centro di Raccolta Materiali (CRM) per rifiuti urbani è la struttura dove tutti i cittadini del Comune possono conferire quei materiali e rifiuti che non possono normalmente essere depositati nei cassonetti dell’immondizia o negli altri specifici contenitori presenti sul territorio.,,Vivere l'ambiente,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-08-mattarello/servizi-sul-territorio/crm-mattarello/8994838-1-ita-IT/CRM-Mattarello.jpg,,via della Gotarda - Mattarello,http://www.dolomitiambiente.it/content/home|http://www.dolomitiambiente.it,,,,,,,numero verde 800 847028,CRM,CRM Mattarello,,,46.00911,11.123972,2017-08-18T10:35:52+02:00,2015-03-25T08:56:40+01:00,f56ebc2b61d08b5cfc7000721f70348f,TN,,,,PointOfInterest,Crm
482,606,311,,Circoscrizione n. 02 - Meano,Trento,"Per conoscere l'elenco dei materiali che è possibile conferire presso un CRM consulta la pagina ""						
					            Elenco dei rifiuti riciclabili e non riciclabili
    
""

Per conoscere l'orario di apertura consulta la pagina ""						
					                Orario di apertura CRM/CRZ
    
""



    



L'accesso è consentito alle sole utenze domestiche (i cittadini). Le ditte non possono accedere.
NB: Le ditte possono portare i loro rifiuti presso il 						
					                Centro di raccolta zonale di Trento “CRZ”
    
  in Tangenziale Ovest 11, presso il Cantiere Igiene Urbana di Dolomiti Energia S.p.A.Il Centro è gestito da  						
					            Dolomiti Ambiente S.r.l.
    
 e presidiato da personale qualificato che ha la funzione di informazione per il corretto utilizzo da parte dei cittadini.",Il Centro di Raccolta Materiali (CRM) per rifiuti urbani è la struttura dove tutti i cittadini del Comune possono conferire quei materiali e rifiuti che non possono normalmente essere depositati nei cassonetti dell’immondizia o negli altri specifici contenitori presenti sul territorio.,,Vivere l'ambiente,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-02-meano/servizi-sul-territorio/crm-meano/8994900-2-ita-IT/CRM-Meano.jpg,,"via Bellaria, 44/B - Meano (Strada provinciale 76)",http://www.dolomitiambiente.it/content/home|http://www.dolomitiambiente.it,,,,,,,numero verde 800 847028,CRM,CRM Meano,,,46.130041,11.121666000000001,2017-08-18T10:37:51+02:00,2015-03-25T09:02:00+01:00,bdd8268718d5f36f26a102d4415c7b98,TN,,,,PointOfInterest,Crm
483,607,312,,Circoscrizione n. 07 - Povo,Trento,"Per conoscere l'elenco dei materiali che è possibile conferire presso un CRM consulta la pagina ""						
					            Elenco dei rifiuti riciclabili e non riciclabili
    
""

Per conoscere l'orario di apertura consulta la pagina ""						
					                Orario di apertura CRM/CRZ
    
""



    



L'accesso è consentito alle sole utenze domestiche (i cittadini). Le ditte non possono accedere.
NB: Le ditte possono portare i loro rifiuti presso il 						
					                Centro di raccolta zonale di Trento “CRZ”
    
  in Tangenziale Ovest 11, presso il Cantiere Igiene Urbana di Dolomiti Energia S.p.A.Il Centro è gestito da  						
					            Dolomiti Ambiente S.r.l.
    
 e presidiato da personale qualificato che ha la funzione di informazione per il corretto utilizzo da parte dei cittadini.",Il Centro di Raccolta Materiali (CRM) per rifiuti urbani è la struttura dove tutti i cittadini del Comune possono conferire quei materiali e rifiuti che non possono normalmente essere depositati nei cassonetti dell’immondizia o negli altri specifici contenitori presenti sul territorio.,,Vivere l'ambiente,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-07-povo/servizi-sul-territorio/crm-povo/8994976-1-ita-IT/CRM-Povo.png,,"via Castel di Pietrapiana, 8 - Povo",http://www.dolomitiambiente.it/content/home|http://www.dolomitiambiente.it,,,,,,,numero verde 800 847028,CRM,CRM Povo,,,46.058471999999995,11.149481,2017-08-18T10:38:56+02:00,2015-03-25T09:10:54+01:00,eb5ac06cea3b0a98ff9cd1cc83beed36,TN,,,,PointOfInterest,Crm
484,608,313,,Circoscrizione n. 03 - Bondone,Trento,"Per conoscere l'elenco dei materiali che è possibile conferire presso un CRM consulta la pagina ""						
					            Elenco dei rifiuti riciclabili e non riciclabili
    
""

Per conoscere l'orario di apertura consulta la pagina ""						
					                Orario di apertura CRM/CRZ
    
""



    



L'accesso è consentito alle sole utenze domestiche (i cittadini). Le ditte non possono accedere.
NB: Le ditte possono portare i loro rifiuti presso il 						
					                Centro di raccolta zonale di Trento “CRZ”
    
  in Tangenziale Ovest 11, presso il Cantiere Igiene Urbana di Dolomiti Energia S.p.A.Il Centro è gestito da  						
					            Dolomiti Ambiente S.r.l.
    
 e presidiato da personale qualificato che ha la funzione di informazione per il corretto utilizzo da parte dei cittadini.",Il Centro di Raccolta Materiali (CRM) per rifiuti urbani è la struttura dove tutti i cittadini del Comune possono conferire quei materiali e rifiuti che non possono normalmente essere depositati nei cassonetti dell’immondizia o negli altri specifici contenitori presenti sul territorio.,,Vivere l'ambiente,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-03-bondone/servizi-sul-territorio/crm-sopramonte/8995066-1-ita-IT/CRM-Sopramonte.jpg,,via Strada di Campedél - Sopramonte,http://www.dolomitiambiente.it/content/home|http://www.dolomitiambiente.it,,,,,,,numero verde 800 847028,CRM,CRM Sopramonte,,,46.08092,11.054897,2017-08-18T10:40:09+02:00,2015-03-25T09:21:56+01:00,31c29253247b158a57059de929cdc81c,TN,,,,PointOfInterest,Crm
485,609,314,,Circoscrizione n. 12 - Centro storico - Piedicastello,Trento,"Per conoscere l'elenco dei materiali che è possibile conferire presso il Centro Integrato di Trento consulta la pagina ""						
					            Elenco dei rifiuti riciclabili e non riciclabili
    
""

Per conoscere l'orario di apertura consulta la pagina ""						
					                Orario di apertura CRM/CI
    
""



    


Il Centro è gestito da 						
					            Dolomiti Ambiente S.r.l.
    
 e presidiato da personale qualificato che ha la funzione di informazione per il corretto utilizzo da parte di cittadini e ditte. Sul sito di Dolomiti Ambiente è ricevere informazioni sulle principali 						
					                categorie di rifiuto che possono essere conferite
    
 e sui 						
					                regolamenti
    
.","Il CI - Centro Integrato di Trento, che ha sostituito il precedente CRZ, è un centro appositamente attrezzato a ricevere ogni tipo di rifiuto urbano differenziato ed alcune tipologie di rifiuti speciali, pericolosi e non.
I cittadini possono conferire presso il CI tutti quei rifiuti che normalmente non possono essere depositati nei tradizionali cassonetti.Le attività economiche e produttive possono conferire presso il CI i rifiuti assimilabili agli urbani, i i rifiuti speciali, pericolosi e non.",,Vivere l'ambiente,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-12-centro-storico-piedicastello/servizi-sul-territorio/ci-centro-intregrato-trento-ex-crz/8995086-1-ita-IT/CI-Centro-Intregrato-Trento-ex-CRZ.png,,"Tangenziale Ovest, 11 - Trento",http://www.dolomitiambiente.it,,,,,,,numero verde 800 847028,CRM,CI - Centro Intregrato Trento (ex CRZ),,,46.057603,11.109849,2017-08-22T11:45:19+02:00,2015-03-25T09:29:25+01:00,fd50ca939744be15558b543ca2ab2beb,TN,,,,PointOfInterest,Crm
486,610,315,,"Circoscrizione n. 07 - Povo
Circoscrizione n. 09 - Villazzano",Trento,Orario di aperturaLUN - VEN dalle 07.30 alle 17.30,Servizio a tempo pieno - capienza 64 bambiniGestore: Comune di Trento,asilonido.gabbiolo@comune.trento.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-09-villazzano/servizi-sul-territorio/nido-d-infanzia-villazzano-gabbiolo/9029548-1-ita-IT/Nido-d-infanzia-Villazzano-Gabbiolo.jpg,,Via Znojmo n. 12 - 38123 Villazzano,,"Cenni storici e curiosità
Il nido Villazzano Gabbiolo è situato sulla collina della città, nell’omonimo sobborgo da cui prende il nome, e ha iniziato la propria attività il 3 gennaio 2003 anche grazie all'esperienza del gruppo di lavoro allora proveniente dal nido Villazzano 3 e coinvolto direttamente nella scelta della disposizione degli ambienti e degli arredi.Per la realizzazione della struttura immersa nel verde e lontano dal traffico i progettisti, ispirati dalla cultura nordica, hanno previsto l'utilizzo di tecnologie avanzate e materiali ecologici anche tenuto conto dell'ambiente circostante contraddistinto dalla presenza di campagne; costruito in bioarchitettura, completamente in legno, dispone di ampie vetrate e abbaini che permettono l’irraggiamento solare differenziato e ottimale a seconda delle stagioni. Il giardino che circonda tutto il nido e accessibile direttamente da ogni stanza.",,Coordinatrice: Laura Forti,,,,0461/910259,Nido d'infanzia,Nido d'infanzia Villazzano Gabbiolo,,"Asilo Nido Villazzano, 12, Via Znojmo, Negrano, Graffiano, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38123, Italia",46.051790999999994,11.150249,2019-03-05T16:17:49+01:00,2015-04-07T09:38:03+02:00,a32706c62384ec52b917812236e92258,TN,via znojmo,12,38123,PointOfInterest,Nursery Nest
